url_path,views_total,views_unique
/YosemiteCrew/Yosemite-Crew,228,58
/YosemiteCrew/Yosemite-Crew/pulls,113,10
/YosemiteCrew/Yosemite-Crew/actions,46,2
/YosemiteCrew/Yosemite-Crew/graphs/contributors,43,3
/YosemiteCrew/Yosemite-Crew/pull/1459,40,5
/YosemiteCrew/Yosemite-Crew/blob/github-repo-stats/YosemiteCrew/Yosemite-Crew/latest-report/summary.json,40,2
/YosemiteCrew/Yosemite-Crew/tree/github-repo-stats/YosemiteCrew/Yosemite-Crew,32,5
/YosemiteCrew/Yosemite-Crew/security/dependabot,31,2
/YosemiteCrew/Yosemite-Crew/tree/github-repo-stats/YosemiteCrew/Yosemite-Crew/latest-report,30,2
/YosemiteCrew/Yosemite-Crew/security,29,4
