referrer,views_total,views_unique
github.com,329,38
l.facebook.com,45,11
yosemitecrew.com,41,9
t.co,40,33
Google,31,13
wellfound.com,15,6
facebook.com,12,9
lm.facebook.com,12,8
com.linkedin.android,12,4
linkedin.com,6,4
