referrer,views_total,views_unique
github.com,265,34
yosemitecrew.com,50,25
Google,11,8
linkedin.com,6,6
meetco.daily.co,3,2
bgithub.xyz,1,1
com.linkedin.android,1,1
yandex.ru,1,1
