referrer,views_total,views_unique
github.com,313,43
yosemitecrew.com,88,19
Google,71,13
linkedin.com,46,10
wellfound.com,45,18
com.linkedin.android,5,4
meetco.daily.co,4,4
chatgpt.com,4,2
DuckDuckGo,2,2
com.slack,2,2
