referrer,views_total,views_unique
github.com,329,38
t.co,40,33
l.facebook.com,40,10
Google,36,15
yosemitecrew.com,36,7
wellfound.com,17,8
facebook.com,12,9
lm.facebook.com,12,8
com.linkedin.android,12,4
linkedin.com,5,3
