referrer,views_total,views_unique
github.com,131,30
yosemitecrew.com,57,15
Google,27,11
l.facebook.com,13,2
wellfound.com,4,3
search.brave.com,2,2
Bing,2,1
linkedin.com,2,1
osintech.substack.com,2,1
bytedance.larkoffice.com,1,1
