referrer,views_total,views_unique
github.com,360,37
l.facebook.com,42,10
t.co,40,33
yosemitecrew.com,36,7
Google,32,14
wellfound.com,13,6
facebook.com,12,9
lm.facebook.com,12,8
com.linkedin.android,12,4
linkedin.com,5,3
