referrer,views_total,views_unique
github.com,327,33
yosemitecrew.com,75,11
Google,70,16
t.co,40,33
linkedin.com,38,9
l.facebook.com,37,10
wellfound.com,26,11
com.linkedin.android,13,5
facebook.com,12,9
lm.facebook.com,12,8
