referrer,views_total,views_unique
github.com,265,45
chatgpt.com,45,9
github-com.btglss.net,13,12
Google,9,7
linkedin.com,6,1
teams.public.onecdn.static.microsoft,3,1
Bing,1,1
unstop.com,1,1
