referrer,views_total,views_unique
github.com,293,43
yosemitecrew.com,85,20
Google,73,14
wellfound.com,45,18
linkedin.com,40,9
com.linkedin.android,5,4
meetco.daily.co,4,4
chatgpt.com,4,2
DuckDuckGo,2,2
com.slack,2,2
