referrer,views_total,views_unique
github.com,338,48
yosemitecrew.com,95,22
Google,87,13
linkedin.com,49,8
wellfound.com,34,13
meetco.daily.co,13,7
com.linkedin.android,4,3
chatgpt.com,4,2
dev.yosemitecrew.com,4,2
DuckDuckGo,2,2
