referrer,views_total,views_unique
github.com,315,43
yosemitecrew.com,90,20
Google,68,13
linkedin.com,52,11
wellfound.com,41,16
meetco.daily.co,5,5
com.linkedin.android,5,4
chatgpt.com,4,2
dev.yosemitecrew.com,4,2
DuckDuckGo,2,2
