referrer,views_total,views_unique
github.com,429,39
yosemitecrew.com,40,15
Google,12,8
linkedin.com,6,4
Bing,3,1
com.linkedin.android,1,1
dev.yosemitecrew.com,1,1
postman.lightning.force.com,1,1
