referrer,views_total,views_unique
github.com,303,40
yosemitecrew.com,45,18
Google,36,10
meetco.daily.co,17,6
linkedin.com,14,7
com.linkedin.android,2,2
bgithub.xyz,1,1
yandex.ru,1,1
