referrer,views_total,views_unique
github.com,411,39
yosemitecrew.com,93,19
Google,88,15
wellfound.com,45,18
linkedin.com,41,10
com.linkedin.android,6,5
meetco.daily.co,4,4
chatgpt.com,4,2
DuckDuckGo,2,2
com.slack,1,1
