referrer,views_total,views_unique
github.com,399,35
Google,91,21
yosemitecrew.com,68,12
t.co,40,33
linkedin.com,38,9
l.facebook.com,36,10
wellfound.com,22,13
com.linkedin.android,16,7
facebook.com,12,9
lm.facebook.com,12,8
