referrer,views_total,views_unique
github.com,339,36
Google,56,15
yosemitecrew.com,56,9
t.co,40,33
l.facebook.com,38,10
linkedin.com,31,8
wellfound.com,26,11
com.linkedin.android,13,5
facebook.com,12,9
lm.facebook.com,12,8
