referrer,views_total,views_unique
github.com,179,32
yosemitecrew.com,46,11
l.facebook.com,37,8
Google,15,9
wellfound.com,15,6
facebook.com,9,7
com.linkedin.android,9,2
t.co,8,8
lm.facebook.com,8,4
linkedin.com,2,2
