referrer,views_total,views_unique
github.com,241,40
Google,29,13
yosemitecrew.com,7,6
goodfirstissues.com,4,3
com.linkedin.android,2,1
l.facebook.com,1,1
linkedin.com,1,1
search.brave.com,1,1
