referrer,views_total,views_unique
github.com,271,45
yosemitecrew.com,50,19
Google,37,8
linkedin.com,28,6
wellfound.com,27,8
meetco.daily.co,20,8
dev.yosemitecrew.com,4,2
DuckDuckGo,2,2
com.linkedin.android,2,2
com.slack,2,2
