referrer,views_total,views_unique
github.com,330,42
Google,37,12
yosemitecrew.com,35,13
linkedin.com,28,9
meetco.daily.co,19,7
dev.yosemitecrew.com,4,2
com.linkedin.android,2,2
bgithub.xyz,1,1
yandex.ru,1,1
