referrer,views_total,views_unique
github.com,161,29
yosemitecrew.com,63,12
l.facebook.com,16,3
Google,15,8
wellfound.com,14,5
search.brave.com,2,2
linkedin.com,2,1
osintech.substack.com,2,1
canva.com,1,1
chatgpt.com,1,1
