referrer,views_total,views_unique
github.com,328,40
yosemitecrew.com,39,13
Google,36,11
linkedin.com,26,9
meetco.daily.co,19,7
com.linkedin.android,2,2
dev.yosemitecrew.com,2,1
bgithub.xyz,1,1
yandex.ru,1,1
