referrer,views_total,views_unique
github.com,112,44
github-com.btglss.net,64,42
chatgpt.com,14,7
Google,12,10
linkedin.com,6,1
DuckDuckGo,3,2
teams.public.onecdn.static.microsoft,3,1
github.mosekj.com,1,1
search.brave.com,1,1
