referrer,views_total,views_unique
github.com,411,38
Google,92,20
yosemitecrew.com,76,16
linkedin.com,42,11
t.co,40,33
wellfound.com,39,15
l.facebook.com,31,9
com.linkedin.android,16,7
facebook.com,12,9
lm.facebook.com,12,8
